WorkerId,Input.object_name,Input.object_description,Answer.colour,Answer.disposition,Answer.function,Answer.height_mean,Answer.height_range,Answer.height_unit_cm.centimeters,Answer.height_unit_f.feet,Answer.height_unit_i.inches,Answer.height_unit_m.meters,Answer.height_unit_mm.millimeters,Answer.height_unit_na.na,Answer.length_mean,Answer.length_range,Answer.length_unit_cm.centimeters,Answer.length_unit_f.feet,Answer.length_unit_i.inches,Answer.length_unit_m.meters,Answer.length_unit_mm.millimeters,Answer.length_unit_na.na,Answer.location,Answer.material,Answer.pattern,Answer.shape,Answer.temperature_mean,Answer.temperature_range,Answer.temperature_unit_c.celsius,Answer.temperature_unit_f.fahrenheit,Answer.temperature_unit_k.kelvin,Answer.temperature_unit_na.na,Answer.texture,Answer.value_mean,Answer.value_range,Answer.value_unit_d.US dollars,Answer.value_unit_e.euros,Answer.value_unit_na.na,Answer.value_unit_p.pounds,Answer.weight_mean,Answer.weight_range,Answer.weight_unit_g.grams,Answer.weight_unit_kg.kilograms,Answer.weight_unit_na.na,Answer.weight_unit_o.ounces,Answer.weight_unit_p.pounds,Answer.width_mean,Answer.width_range,Answer.width_unit_cm.centimeters,Answer.width_unit_f.feet,Answer.width_unit_i.inches,Answer.width_unit_m.meters,Answer.width_unit_mm.millimeters,Answer.width_unit_na.na,Answer.height_unit,Answer.length_unit,Answer.temperature_unit,Answer.value_unit,Answer.weight_unit,Answer.width_unit,Answer.texture_cleaned,Answer.colour_cleaned,Answer.material_cleaned,Answer.shape_cleaned,Answer.pattern_cleaned,Answer.location_cleaned,Answer.disposition_cleaned
A1B8E9HE2BSIDQ,hot dog,a frankfurter served hot on a bun,"Brown, Pink, Red","Tender, Juicy, Slightly chewy","Eating, Grilling, Boiling, Steaming",2.75,0.5,true,false,false,false,false,false,17.5,1.0,true,false,false,false,false,false,"Kitchen, Street vendors, Stadiums, BBQs, Restaurants","Meat (pork, beef, chicken), Casing (natural or synthetic)",Plain,Cylindrical,65.0,10.0,true,false,false,false,"Smooth on the outside, Slightly bumpy",3.0,1.0,true,false,false,false,60.0,10.0,true,false,false,false,false,2.75,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,['bumpy'],"['pink', 'red', 'seal brown']",[],['cylindrical'],[],"['kitchen', 'street']","['moist', 'soft']"
A2KWT44YJOGVDJ,hot dog,a frankfurter served hot on a bun,"Brown, beige, red, pink, yellow.","Fragile can fall apart, perishable, edible.","To be eaten provides nourishment, convenience food/snack.",5.0,1.0,true,false,false,false,false,false,15.0,2.0,true,false,false,false,false,false,"Kitchen, food truck, concession stand, baseball stadium, restaurant, picnic",Not applicable (it's a food item),"Plain, striped from grill marks, dotted with sesame seeds on the bun.","Cylindrical sausage, oblong bun.",60.0,10.0,true,false,false,false,"Smooth sausage, soft bun, occasionally crispy grilled edges, wet with condiments.",3.0,2.0,true,false,false,false,150.0,30.0,true,false,false,false,false,2.5,0.5,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['pink', 'red', 'seal brown', 'yellow']",['food'],"['cylindrical', 'oblong', 'rabbit', 'sausage']","['dotted', 'striped']","['kitchen', 'restaurant', 'stadium']","['edible', 'fragile', 'perishable']"
AWRZGWKNZRE4W,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,"ed, yellow, brown, white, green","fragile, perishable, hot (when fresh)","to eat, to provide nutrition",2.5,1.0,true,false,false,false,false,false,30.0,5.0,true,false,false,false,false,false,"kitchen, restaurant, pizzeria, dining room, cafeteria","organic/food ingredients (bread, cheese, sauce, toppings)","plain, spotted (toppings), marbled (sauce and cheese mix)","circular, triangular (slices), rectangular",60.0,10.0,true,false,false,false,"crispy, chewy, soft, greasy",12.0,5.0,true,false,false,false,1.2,0.4,false,true,false,false,false,30.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['green', 'seal brown', 'white', 'yellow']",['food'],"['circular', 'rectangle']",['marbled'],"['cafeteria', 'kitchen', 'pizzeria', 'restaurant']","['fragile', 'perishable']"
A2CBDBS29BF2OX,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,"red, brown, yellow","fragile, melty, perishable","to be eaten, to satisfy hunger",2.0,1.0,true,false,false,false,false,false,30.0,5.0,true,false,false,false,false,false,"kitchen, restaurant, pizzeria","dough, cheese, tomato sauce","spotted, marbled, plain","circular, rectangular",65.0,10.0,true,false,false,false,"crispy, chewy, gooey",15.0,15.0,true,false,false,false,800.0,200.0,true,false,false,false,false,30.0,5.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,grams,centimeters,[],"['red', 'seal brown', 'yellow']",[],"['circular', 'rectangle']",['marbled'],"['kitchen', 'pizzeria', 'restaurant']","['fragile', 'perishable']"
A1XIB3YUBF5BDL,pizza,Italian open pie made of thin bread dough spread with a spiced mixture of e.g. tomato sauce and cheese,"Red , yellow, orange, brown , green.","Perishable, edible, hot when fresh, fragile can fall apart if not handled well.","To be eaten as food meal, snack, party food.",2.5,1.0,true,false,false,false,false,false,na,na,false,false,false,false,false,true,"Kitchen, pizzeria, restaurant, cafeteria, party, home dining area.",Not applicable — it's food.,"Random or scattered topping arrangement, sometimes symmetrical.","Circular most common, rectangular.",60.0,10.0,true,false,false,false,"Crispy or chewy crust, gooey cheese, soft dough, rough toppings.",12.0,5.0,true,false,false,false,500.0,200.0,true,false,false,false,false,30.0,5.0,true,false,false,false,false,false,centimeters,na,celsius,US dollars,grams,centimeters,[],"['green', 'orange', 'red', 'seal brown', 'yellow']",['food'],"['circular', 'rectangle']",[],"['cafeteria', 'kitchen', 'pizzeria', 'restaurant']","['edible', 'fragile', 'perishable']"
A9H5B9EE9133O,donut,a small ring-shaped friedcake,"Brown (fried dough), white (icing), pink, chocolate brown, rainbow (sprinkles), various colors for glaze/frosting","Sweet, fresh, delicious, perishable, edible, soft, sometimes sticky, tempting","Eating, snack, breakfast item, dessert, treat, sharing, celebrating, coffee accompaniment",3.0,1.0,true,false,false,false,false,false,9.0,2.0,true,false,false,false,false,false,"Donut shop, bakery, coffee shop, kitchen, breakfast table, office break room, grocery store","Flour, sugar, yeast, eggs, milk, oil (for frying), frosting, sprinkles, various flavorings","Solid color (plain, glazed), swirls (icing), sprinkles, zig-zag (chocolate drizzle), powdered, striped (some glazes)","Ring, circular, round, spherical (donut hole), twisted, oblong",25.0,15.0,true,false,false,false,"Soft, fluffy, chewy, crispy (fried exterior), smooth (icing), gritty (sprinkles), sugary, doughy",2.0,1.0,true,false,false,false,0.06,0.03,false,true,false,false,false,9.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['pink', 'seal brown', 'white']",[],"['circular', 'doughnut', 'oblong', 'ring', 'round']",['striped'],"['bakery', 'kitchen', 'office']","['edible', 'perishable', 'soft', 'sweet']"
A2Q5QVGC4OJI7L,donut,a small ring-shaped friedcake,"Brown, white, pink","Sweet, perishable, edible","Eating, snack, breakfast item",3.0,1.0,true,false,false,false,false,false,9.0,2.0,true,false,false,false,false,false,"Donut shop, bakery, coffee shop","Flour, sugar, icing","Solid color, sprinkles, swirls","Ring, circular, round",25.0,15.0,true,false,false,false,"Soft, fluffy, smooth",2.0,1.0,true,false,false,false,0.06,0.03,false,true,false,false,false,9.0,2.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['pink', 'seal brown', 'white']",[],"['circular', 'ring', 'round']",[],['bakery'],"['edible', 'perishable', 'sweet']"
A2KWT44YJOGVDJ,donut,a small ring-shaped friedcake,"Brown, golden, pink, chocolate, white.","Fragile easily squished or deformed, perishable.","To be eaten snack, dessert, breakfast item.",3.0,1.0,true,false,false,false,false,false,na,na,false,false,false,false,false,true,"Kitchen, bakery, cafe, donut shop, supermarket.","Not applicable. it’s a food item, not made of traditional materials like plastic or metal.","Plain, sprinkled, striped drizzled with icing, frosted.","Ring-shaped torus, round, sometimes filled solid cylindrical.",35.0,10.0,true,false,false,false,"Soft, fluffy, sometimes slightly crispy on the outside, sticky.",1.0,0.5,true,false,false,false,50.0,15.0,true,false,false,false,false,8.0,2.0,true,false,false,false,false,false,centimeters,na,celsius,US dollars,grams,centimeters,[],"['gold', 'pink', 'seal brown', 'white']","['food', 'metal', 'plastic']","['cylindrical', 'round', 'torus']","['sprinkled', 'striped']","['bakery', 'kitchen', 'supermarket']","['fragile', 'perishable']"
AZADHQJM4H0PV,cake,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat",brown,Fragile,birthday,20.0,10.0,true,false,false,false,false,false,20.0,10.0,true,false,false,false,false,false,bakery,"eggs, sugar, butter",swirled,Cylindrical,25.0,10.0,true,false,false,false,Soft,25.0,15.0,true,false,false,false,1.5,0.5,false,true,false,false,false,20.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],['seal brown'],[],['cylindrical'],[],['bakery'],['fragile']
A3DESDYKGJY138,cake,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat","Brown, white, pink, yellow.","Fragile can be smashed easily, perishable, sweet, celebratory.",To be eaten as dessert or served at celebrations.,10.0,2.0,true,false,false,false,false,false,30.0,5.0,true,false,false,false,false,false,"Kitchen, bakery, grocery store, restaurant, party venue.","Flour, sugar, eggs, butter/fat, frosting/icing all organic, edible materials.","Plain, striped, swirled, floral, lettered/written.","Cylindrical round, rectangular sheet cake, sometimes tiered or sculpted.",22.0,5.0,true,false,false,false,"Soft, spongy, smooth icing, crumbly interior.",25.0,10.0,true,false,false,false,2.0,0.5,false,true,false,false,false,20.0,3.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['pink', 'seal brown', 'white', 'yellow']",[],"['cylindrical', 'rectangle', 'round']",['striped'],"['bakery', 'kitchen', 'restaurant']","['fragile', 'perishable', 'sweet']"
A2Q5QVGC4OJI7L,cake,"baked goods made from or based on a mixture of flour, sugar, eggs, and fat","Brown (chocolate, vanilla), white (frosting), pink, yellow, red, green, multi-colored (decorations)","Sweet, perishable, edible, celebratory, decorative, delightful, comforting, sometimes delicate","Eating, celebrating, dessert, gift-giving, sharing, party centerpiece, snack",10.0,5.0,true,false,false,false,false,false,25.0,10.0,true,false,false,false,false,false,"Bakery, kitchen, party, dining table, refrigerator, cafe, grocery store","Flour, sugar, eggs, butter/oil, milk, leavening agents, frosting, fruit, nuts, chocolate","Solid color (frosting), piped decorations, sprinkles, rosettes, smooth, textured, edible images","Round, square, rectangular, tiered, sculpted, sheet, loaf",20.0,10.0,true,false,false,false,"Soft, moist, fluffy, crumbly, smooth (frosting), spongy, dense",30.0,20.0,true,false,false,false,1.5,1.0,false,true,false,false,false,25.0,10.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['green', 'pink', 'red', 'seal brown', 'white', 'yellow']",[],"['loaf', 'rectangle', 'round', 'square']",[],"['bakery', 'kitchen']","['decorative', 'edible', 'perishable', 'sweet']"
A39XJS4ZMEOWB9,chair,"a seat for one person, with a support for the back","Brown, black, white, grey, beige, red, blue, green, yellow, natural wood tones, metallic","Sturdy, comfortable, durable, ergonomic, decorative, functional, portable (some types), stable, supportive","Sitting, resting, dining, working, relaxing, supporting, decorating, providing seating",0.9,0.3,false,false,false,true,false,false,0.6,0.2,false,false,false,true,false,false,"Homes (living room, dining room, bedroom), offices, schools, restaurants, cafes, parks, waiting rooms, libraries, theaters, outdoor spaces, public transport","Wood, metal (steel, aluminum), plastic, fabric (cotton, polyester, velvet), leather, wicker, rattan, foam, springs","Solid, striped, checkered, floral, geometric, abstract, plain, patterned fabric","Rectangular, curved, ergonomic, classic, modern, simple, ornate, compact, lounge",25.0,15.0,true,false,false,false,"Smooth (wood, metal, plastic), soft (fabric, leather), rough (wicker, unfinished wood), woven, plush, rigid",150.0,100.0,true,false,false,false,8.0,5.0,false,true,false,false,false,0.5,0.2,false,false,false,true,false,false,meters,meters,celsius,US dollars,kilograms,meters,['woven'],"['black', 'blue', 'green', 'grey', 'red', 'seal brown', 'white', 'yellow']","['fabric', 'leather', 'metal', 'plastic', 'wicker', 'wood']",['rectangle'],['striped'],['bedroom'],"['comfortable', 'decorative', 'durable', 'functional', 'portable', 'stable', 'sturdy']"
A1B9GN2OMXHHZW,chair,"a seat for one person, with a support for the back","Brown, black, white, grey, beige","Sturdy, comfortable, durable","Sitting, resting, dining",90.0,20.0,true,false,false,false,false,false,60.0,15.0,true,false,false,false,false,false,"Home, office, school, restaurant, cafe","Wood, metal, plastic, fabric, leather","Solid, striped, checkered","Rectangular, curved, ergonomic",25.0,10.0,true,false,false,false,"Smooth, soft, rough",100.0,75.0,true,false,false,false,7.0,4.0,false,true,false,false,false,50.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'plastic', 'wood']",['rectangle'],['striped'],"['office', 'restaurant']","['comfortable', 'durable', 'sturdy']"
A7NIY2KI0R6TX,chair,"a seat for one person, with a support for the back","Brown, black, white, grey, beige","Sturdy, comfortable, durable","Sitting, resting, dining",90.0,20.0,true,false,false,false,false,false,60.0,15.0,true,false,false,false,false,false,"Home, office, school, restaurant, cafe","Wood, metal, plastic, fabric, leather","Solid, striped, checkered","Rectangular, curved, ergonomic",25.0,10.0,true,false,false,false,"Smooth, soft, rough",100.0,75.0,true,false,false,false,7.0,4.0,false,true,false,false,false,50.0,15.0,true,false,false,false,false,false,centimeters,centimeters,celsius,US dollars,kilograms,centimeters,[],"['black', 'grey', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'plastic', 'wood']",['rectangle'],['striped'],"['office', 'restaurant']","['comfortable', 'durable', 'sturdy']"
A1VFREYMK8QCIK,couch,an upholstered seat for more than one person,"Neutral colors like Beige, Gray, Black, and White; Bright colors like Red, Blue, Green; Patterns like Navy or Burgundy, as well as fabric choices like Leather (brown, black)","Comfortable, Durable, Supportive, Soft, Sturdy, Heavy (in some cases), Cozy","Comfortable, Durable, Supportive, Soft, Sturdy, Heavy (in some cases), Cozy",90.0,15.0,true,false,false,false,false,false,2.5,0.1,false,false,false,true,false,false,"Living Room, Family Room, Den, Lounge, Office, Waiting Rooms, Hotels, or even outdoor areas (e.g., patio couches)","Fabric (cotton, polyester, linen), Leather (genuine or faux), Microfiber, Velvet, Wood (frame), Metal (for some modern couches or frames)","Plain, Striped, Geometric, Floral, Checkered, Textured (in some fabrics), Plaid","Rectangular, L-shaped (sectionals), U-shaped, Curved (e.g., modern designs), Boxy",na,na,false,false,false,true,"Soft (fabric or velvet), Smooth (leather), Rough (linen, canvas), Plush (microfiber), Corded or Ribbed (certain fabrics)",2500.0,500.0,true,false,false,false,80.0,10.0,false,true,false,false,false,90.0,10.0,true,false,false,false,false,false,centimeters,meters,na,US dollars,kilograms,centimeters,[],"['black', 'blue', 'green', 'grey', 'navy blue', 'or', 'red', 'seal brown', 'white']","['fabric', 'leather', 'metal', 'wood']","['l-shaped', 'rectangle']",['striped'],"['office', 'patio']","['comfortable', 'durable', 'soft', 'sturdy']"
